17807, -58334, -49007, 44869, 16872, -70477, 111385, 90952, 8197, -91644, -85767, 69009, -97991, 88802, -49516, -101925, 66645, -48524, -9031, -36284, 		61703, -20961, -18582, 48798, -45674, -58591, 87420, -99598, -12779, 47533, 65350, 86468, -133120, -40533, -92014, 6673, -86371, -54830, -264464, -58305, 		129392, -87105, -18595, -88536, 66273, -411245, 64452, -26331, -36525, -20286, 3596, 39434, 73116, -19206, -103000, -20938, -48992, 25962, -49857, -28707, 		 (18,44) - [63, 57, 54, 61, 34, 24, 43, 46, 35, 40, 49, 41, 31, 62, 55, 6, 58, 7, 44, 30, 15, 19, 48, 27, 13, 3, 18, 0, 39, 5, 22, 32, 47, 56, 59, 37, 8, 33, 42, 51, 9, 16, 14, 4, 50, 1, 20, 53, 11, 12, 23, 45, 17, 25, 21, 26, 28, 29, 36, 38, 52, 2, 60, 10]
42556, 22865, 5250, 57543, -14901, -100964, 69921, 49517, -13441, 51, -50940, 39235, 86770, -229032, 19311, -89379, 95974, -51319, 37587, -30758, 		50127, -63223, -92653, 54792, 13145, 25930, 76559, -21607, 50608, -141867, 43354, 55526, -24385, -74393, -79058, 49386, -59676, 89103, -260798, 4928, 		100765, -87222, -44939, -99144, 61998, -370333, 59693, 7847, -108464, -22009, 71530, 90595, -94800, -53731, -59579, -44724, -63586, 88541, -65208, -65260, 		 (18,36) - [63, 24, 54, 61, 34, 7, 43, 46, 21, 2, 49, 35, 31, 62, 55, 6, 58, 57, 51, 26, 15, 19, 48, 45, 13, 3, 44, 0, 36, 5, 59, 4, 11, 9, 22, 37, 8, 39, 42, 14, 56, 16, 41, 32, 50, 1, 20, 53, 47, 40, 23, 27, 17, 25, 33, 30, 28, 29, 18, 52, 38, 12, 60, 10]
32275, 12442, -24972, 65405, -26498, 19852, 35459, -38048, 38154, -25800, -43182, 10977, -11171, -208382, 7683, -101521, 96979, 71629, 23518, -57656, 		38746, -102712, -78314, 107614, 2310, -83236, 98946, -10590, 23111, -62931, 73892, 67880, -81214, -85064, -93761, 39484, -86856, 106400, -261683, -26034, 		76460, -65395, 17547, -108701, 88060, -328494, 73019, -2318, -103043, 66614, -31186, 93842, -136460, -25025, -107060, -54380, -97420, 35248, 87215, -74463, 		 (8,41) - [63, 53, 54, 61, 34, 57, 43, 0, 21, 2, 49, 35, 59, 62, 55, 6, 51, 50, 44, 26, 15, 19, 48, 45, 13, 22, 31, 46, 36, 5, 58, 4, 11, 9, 3, 37, 8, 39, 42, 14, 56, 16, 41, 32, 12, 1, 20, 24, 47, 40, 23, 27, 17, 25, 33, 30, 28, 29, 18, 52, 38, 7, 60, 10]
42455, -76999, -73645, -105521, 58550, -71922, 107629, 51995, 28869, -97039, -85784, 11420, -116541, -69865, -8397, -85843, 88335, -28725, -28389, -32905, 		59401, -38920, -32957, 51293, -68663, -54455, 49557, -95553, -42742, 56290, 42790, 34120, -156680, -42225, -71432, 6631, -38887, -78184, -266993, -53759, 		75649, -62085, -311, -92996, 63634, -437458, 80577, -16776, 3151, -41494, -16051, 61480, 96629, -17673, -103224, -1953, -29920, 6303, -67629, -31655, 		 (7,33) - [63, 57, 54, 47, 34, 24, 43, 46, 35, 40, 49, 41, 31, 26, 55, 53, 58, 7, 6, 30, 22, 19, 48, 27, 13, 3, 4, 0, 2, 5, 15, 32, 61, 56, 59, 37, 8, 33, 42, 51, 9, 16, 21, 18, 50, 1, 20, 44, 11, 12, 23, 45, 17, 25, 14, 62, 28, 29, 36, 38, 52, 39, 60, 10]
23056, 2923, 5055, 37784, -16497, -95060, 47020, 51715, 7169, -44509, -5361, 17635, 66024, -193885, 19849, -69915, 99652, -28716, 123, -47039, 		50092, -62359, -68152, 76501, 32629, 27154, 92072, -21194, 49874, -122099, 43516, 39367, 15561, -77346, -74643, 27830, -62037, 105399, -260905, 93365, 		18508, -81382, -63033, -100876, 38468, -346356, 80821, -12172, -85095, -19800, 69704, 85613, -99532, -54651, -79375, -44362, -67628, 27210, -42568, -42271, 		 (5,35) - [63, 7, 54, 61, 34, 57, 43, 46, 21, 2, 49, 35, 31, 62, 55, 6, 58, 24, 44, 26, 15, 19, 48, 45, 13, 3, 51, 0, 36, 5, 59, 4, 11, 9, 22, 37, 8, 39, 42, 14, 56, 16, 41, 32, 50, 1, 33, 53, 47, 40, 23, 27, 17, 25, 20, 30, 28, 29, 18, 52, 38, 12, 60, 10]
40694, -60653, 8582, -97123, -69555, 133374, -233, 30920, 92737, 50658, 69132, -98553, 16663, -102492, 7478, -73215, -43250, 40317, 27028, -48967, 		85680, 10529, -36132, 78916, 30593, 16655, 99405, -69728, 130920, -40720, 73848, 22453, -85767, 72555, 40381, -60390, -83470, 39374, -113329, 23840, 		111242, -52496, -8779, 112237, -33523, -479542, 104435, -87885, -58158, 16520, 2152, -21539, -30267, 36838, -41641, 44141, -35298, 95748, 69208, -77344, 		 (19,43) - [7, 38, 9, 55, 15, 6, 3, 37, 63, 24, 36, 58, 43, 39, 50, 21, 1, 46, 47, 11, 33, 19, 59, 28, 49, 13, 45, 20, 10, 14, 5, 48, 17, 16, 32, 41, 35, 8, 31, 0, 30, 62, 60, 56, 18, 22, 52, 44, 42, 12, 26, 29, 57, 23, 2, 54, 4, 34, 25, 27, 61, 51, 53, 40]
41944, -84489, -27188, -57412, -503, -3994, -2367, -81700, 61553, -17550, 35668, 25991, 18137, 92170, 8639, 43385, -63623, -3074, 11900, 12561, 		35915, -45119, -87077, -8612, 22695, 92540, 70971, -57859, -68970, -46840, 107755, 70744, 35022, -78489, 21482, 57413, 5430, 114886, -148042, 22637, 		136805, -51629, 12393, 16830, 36414, -464869, 62025, -97522, -65048, -102560, -37976, 61086, 34035, -64713, -54493, -14486, -78634, 87670, 124918, -68999, 		 (12,38) - [7, 38, 49, 55, 0, 27, 3, 16, 57, 30, 2, 58, 45, 39, 50, 21, 1, 29, 56, 35, 33, 19, 52, 28, 9, 13, 43, 20, 10, 6, 5, 59, 17, 18, 40, 47, 12, 8, 31, 15, 4, 11, 60, 14, 41, 22, 48, 42, 44, 62, 26, 46, 63, 23, 36, 54, 24, 34, 25, 37, 61, 51, 32, 53]
-807, -84371, 47024, 64866, -92851, 108484, -888, 10389, 53821, 49965, 70518, -96921, -24436, -79964, 61667, -73584, -43898, 39455, 7620, -49795, 		90739, 50411, -16276, 52832, -54781, 16519, 106021, -106273, 147154, -61295, 3853, 61976, -19785, 73457, 20780, -43759, -93017, 17410, -142788, 23019, 		81922, -30913, 96374, 137847, -35649, -515098, 50117, -13160, -61689, 36895, -38346, 19262, -8468, 40393, -41310, 42734, -36535, 77561, 69389, 29245, 		 (11,39) - [7, 38, 51, 55, 15, 6, 62, 37, 63, 24, 36, 3, 43, 39, 50, 35, 1, 46, 47, 11, 29, 19, 59, 28, 49, 13, 33, 52, 10, 14, 5, 48, 17, 16, 32, 41, 21, 8, 40, 0, 30, 58, 60, 56, 18, 22, 20, 44, 42, 12, 26, 45, 57, 23, 2, 54, 4, 34, 25, 27, 61, 9, 53, 31]
9021, -97630, 55549, 77932, -103563, 100441, 9376, 20579, 61958, 41843, 82502, -105705, -33931, -72224, 71828, 64108, -53666, 49585, 17101, -41000, 		91458, 38773, -6498, 60926, -65783, 26116, 92383, -95797, 152824, -52273, 13692, 51168, -66784, 62883, 10844, -52156, -100519, 6933, -145886, 13662, 		46729, -21934, 106191, 122724, -46193, -502123, 57518, -14840, -72815, 45710, -49169, 9808, 1760, 31632, -30219, 30964, -47471, 69932, 58159, 19478, 		 (9,39) - [7, 38, 51, 55, 15, 6, 62, 37, 63, 48, 36, 3, 43, 39, 50, 35, 1, 46, 47, 11, 29, 19, 59, 28, 49, 13, 33, 10, 52, 14, 5, 24, 17, 16, 32, 41, 21, 8, 40, 0, 30, 58, 60, 56, 18, 22, 20, 44, 42, 12, 26, 45, 57, 23, 2, 54, 4, 34, 25, 27, 61, 9, 53, 31]
-7701, -92140, 59066, -97226, -76530, 147877, -77669, 17337, 89400, 77203, 64413, -113091, 6338, -68577, 19097, -84980, -81194, 49830, 38165, -43724, 		62472, -56931, 46400, 64538, -21731, 33966, 88752, -81106, -76751, -33136, 31080, -33000, 80187, 84071, -57982, 32086, -116855, 49787, -150772, 49516, 		118690, -44200, 109386, 118395, -5211, -469072, 48985, -40257, -51301, 50775, -7351, -54578, 58334, 54709, -29185, 31303, -26789, 70229, 56664, -78925, 		 (7,41) - [7, 38, 51, 55, 15, 57, 62, 37, 63, 24, 36, 3, 43, 39, 50, 53, 1, 46, 47, 11, 45, 19, 59, 28, 49, 13, 33, 20, 10, 8, 5, 48, 17, 22, 32, 41, 35, 14, 40, 58, 30, 0, 60, 56, 18, 16, 52, 44, 42, 12, 26, 29, 6, 23, 2, 54, 4, 34, 25, 27, 61, 9, 21, 31]
105305, -85164, -10810, -49046, 141237, 23389, -78591, 49884, 71806, 47147, -681, -30899, 95450, 41681, 168573, -12521, 53739, 160208, -78955, 85280, 		87985, 118, -55558, 30553, -23504, 88735, -64504, -101608, -38914, -45097, -39013, -16459, 84812, -77393, 23848, 88553, -27283, -68102, -3452, 100825, 		106217, -38119, 17513, 42206, 61266, -187030, 68771, -14356, 25856, -47010, -32984, 20907, 48387, -108878, 91342, 13447, -7507, 70407, -103201, -6551, 		 (4,18) - [20, 16, 59, 5, 42, 23, 45, 63, 55, 2, 34, 22, 44, 10, 47, 11, 46, 51, 52, 8, 40, 41, 62, 33, 39, 27, 0, 50, 25, 7, 19, 6, 53, 37, 14, 32, 30, 4, 26, 38, 1, 35, 36, 17, 48, 21, 61, 43, 29, 56, 49, 18, 54, 28, 60, 15, 12, 24, 31, 58, 57, 13, 9, 3]
104781, -64206, -10226, -52647, 163878, 2994, -103038, 5005, 78330, 50512, -994, -29436, 106552, -81520, 159937, 69667, 49634, 161792, -78285, 84576, 		88658, -16216, -36218, 30029, -12609, 82850, -68885, -79189, -57553, -22679, -59250, -60392, 79036, -59883, 4369, 88571, -48934, -68756, -3934, 129851, 		87771, -37495, 17618, 64820, 64298, -196832, 63577, -64513, 48592, -25428, -32137, 1297, 67277, -83094, 91417, 84285, -6374, 66794, -85514, 60287, 		 (3,16) - [31, 16, 59, 5, 42, 23, 38, 63, 55, 2, 34, 22, 44, 10, 47, 11, 46, 51, 52, 8, 40, 41, 62, 33, 39, 27, 0, 20, 25, 7, 19, 6, 53, 37, 14, 32, 30, 4, 26, 45, 1, 35, 36, 17, 48, 21, 61, 43, 29, 56, 49, 18, 54, 28, 13, 15, 12, 24, 50, 58, 57, 60, 9, 3]
75110, -81454, -32125, 90525, 114886, -58690, -38525, 65792, 69701, 58102, 20656, 28203, 94986, -63575, 70471, -11433, 71260, 188291, 48790, 78722, 		93632, -19260, -76174, 29899, -73534, -30157, -12127, -7126, -35562, -44595, 92253, -4501, 115832, -96159, 2940, 66589, -47623, -64255, 16688, 92500, 		82674, -64984, 29511, 39070, 139956, -160426, 35557, -12193, -111028, 92838, 105249, -49198, 68078, -58574, -3048, 35278, -8970, 58821, -42519, -48254, 		 (3,18) - [20, 16, 62, 13, 42, 1, 9, 63, 55, 2, 53, 22, 44, 38, 47, 11, 36, 51, 52, 8, 40, 41, 59, 33, 39, 27, 0, 50, 25, 7, 19, 6, 28, 37, 14, 32, 30, 4, 26, 10, 23, 57, 46, 3, 17, 34, 61, 43, 29, 56, 49, 18, 54, 21, 60, 15, 12, 24, 31, 58, 35, 5, 45, 48]
80671, -70016, -42367, -58223, 110494, -68659, -31293, 77210, 68433, 52304, 30640, 18752, 87946, -27186, 172500, -2356, -68764, 173109, 59452, 19230, 		87210, -9088, -82733, 19506, -10077, -44156, 29669, -93740, -47404, -60436, 58362, 26060, 132547, -88164, -6613, 37406, -16758, -76673, -12723, 96662, 		92556, -72933, 26232, 48649, 103896, -166333, 58296, -21438, -97157, 53890, 89656, -41417, 66902, -71170, 6621, 21540, -18362, 26334, -75548, -37107, 		 (2,25) - [5, 16, 62, 13, 42, 1, 45, 63, 55, 2, 21, 22, 44, 10, 47, 11, 36, 51, 58, 8, 40, 41, 59, 33, 39, 27, 0, 50, 25, 7, 19, 6, 28, 37, 14, 32, 30, 4, 26, 38, 23, 57, 46, 3, 48, 34, 61, 43, 29, 56, 49, 18, 54, 53, 60, 15, 12, 24, 31, 52, 35, 20, 9, 17]
119760, -96656, -18790, -61508, 131052, 12687, -86829, 61303, 78453, 58668, -10930, -21172, 87076, 29260, 151632, -1827, 62173, 168607, -71205, 95363, 		75704, -9775, -64300, 19452, -32539, 79936, -55253, -94332, -29575, -53422, -47026, -25771, 94641, -89305, -45764, 98047, -38509, -79006, -56871, 90978, 		114664, -47395, 27394, 30540, 51756, -175897, 69996, -4905, 17283, -31458, -23209, 29823, 39384, -94973, 79085, 3366, -37700, 12512, -37564, -16781, 		 (2,23) - [20, 16, 59, 17, 42, 23, 45, 63, 8, 2, 34, 22, 44, 10, 47, 11, 46, 51, 52, 55, 40, 41, 62, 33, 39, 27, 0, 50, 25, 7, 19, 6, 53, 37, 14, 32, 30, 4, 26, 38, 1, 35, 36, 5, 48, 21, 61, 43, 29, 56, 49, 18, 54, 28, 60, 15, 12, 24, 31, 58, 57, 13, 9, 3]
